,Date,open,high,low,close,vol tick
742,2019.11.12,140119,140581,139936,139975,62677
743,2019.11.13,139976,140245,139433,139794,62350
744,2019.11.14,139799,139871,139389,139621,60054
745,2019.11.15,139610,140457,139571,140306,53459
746,2019.11.18,140547,141564,140346,140742,61225
747,2019.11.19,140740,140926,140100,140256,58501
748,2019.11.20,140240,140479,139670,140313,66493
749,2019.11.21,140314,140917,139967,140167,75950
750,2019.11.22,140165,140515,139308,139362,59805
751,2019.11.25,139619,140618,139559,140455,55033
752,2019.11.26,140433,140897,139983,140233,63029
753,2019.11.27,140232,141537,140041,141511,62923
754,2019.11.28,141506,141843,141244,141371,53056
755,2019.11.29,141361,141677,141107,141510,60096
756,2019.12.02,141371,141811,140933,140949,64597
757,2019.12.03,140996,141705,140911,141107,72325
758,2019.12.04,141107,142779,140825,142627,74587
759,2019.12.05,142619,143243,142568,143081,63350
760,2019.12.06,143081,143139,142363,142588,61877
761,2019.12.09,142661,143094,142552,142590,58539
762,2019.12.10,142580,143656,142561,142993,63008
763,2019.12.11,142987,143368,142543,143219,69588
764,2019.12.12,143227,144142,142473,143875,84377
765,2019.12.13,143880,147954,143811,145799,110121
766,2019.12.16,145763,146803,145714,146024,66399
767,2019.12.17,145976,146085,143468,143703,76444
768,2019.12.18,143702,143854,143066,143227,71914
769,2019.12.19,143228,143860,141968,142261,77506
770,2019.12.20,142260,143043,142083,142283,61789
771,2019.12.23,142003,142531,141153,141455,51103
772,2019.12.24,141454,141838,141298,141600,45798
773,2019.12.26,142241,142722,141983,142471,33037
774,2019.12.27,142425,143634,142030,143249,45984
775,2019.12.30,142921,143420,142579,142755,68473
776,2019.12.31,142752,144355,142421,143927,53882
777,2020.01.02,143592,143937,142257,142581,55496
778,2020.01.03,142596,142775,140994,141344,87199
779,2020.01.06,141109,142780,140823,142667,73663
780,2020.01.07,142665,143283,142012,142265,74556
781,2020.01.08,142225,143104,141116,142823,114577
782,2020.01.09,142789,143451,142420,143086,68587
783,2020.01.10,143088,143491,142887,143048,60891
784,2020.01.13,142777,142964,142361,142783,58702
785,2020.01.14,142782,143428,142448,143160,70842
786,2020.01.15,143129,143382,142652,143271,63281
787,2020.01.16,143268,144133,143191,144041,62460
788,2020.01.17,144041,144526,143284,143310,63819
789,2020.01.20,143111,143357,142799,143317,36330
790,2020.01.21,143316,143968,142856,143341,64901
791,2020.01.22,143294,144606,143251,144302,64996
792,2020.01.23,144300,144406,143204,143645,66539
793,2020.01.24,143645,144401,142711,142826,68120
794,2020.01.27,142404,142744,142052,142145,75009
795,2020.01.28,142158,142450,141475,142179,61126
796,2020.01.29,142156,142347,141704,141898,56780
797,2020.01.30,141912,142706,141254,142642,87070
798,2020.01.31,142642,143283,142456,143102,78992
799,2020.02.03,142820,143100,141065,141199,81130
800,2020.02.04,141199,142834,140921,142707,79265
801,2020.02.05,142707,143372,142220,142767,81913
802,2020.02.06,142785,142815,142087,142159,67187
803,2020.02.07,142159,142366,141386,141413,74919
804,2020.02.10,141337,142084,141233,141747,67539
805,2020.02.11,141726,142458,141655,142180,64664
806,2020.02.12,142179,142883,142094,142620,63834
807,2020.02.13,142622,143475,142142,143177,85487
808,2020.02.14,143176,143404,142763,143218,65574
809,2020.02.17,143099,143364,142838,142876,55530
810,2020.02.18,142878,143226,142312,142797,76511
811,2020.02.19,142797,144163,142742,143863,73845
812,2020.02.20,143811,144599,143595,144384,79610
813,2020.02.21,144384,144950,143719,144555,80250
814,2020.02.24,144062,144620,142627,143139,109155
815,2020.02.25,143072,143640,142941,143293,129452
816,2020.02.26,143289,143716,142234,142403,135516
817,2020.02.27,142336,142547,141164,141190,153018
818,2020.02.28,141181,141406,137521,138544,183144
819,2020.03.02,137528,139181,137146,138121,160994
820,2020.03.03,138121,138563,136932,137154,153183
821,2020.03.04,137153,138435,137006,138377,124556
822,2020.03.05,138375,138675,137364,137396,114488
823,2020.03.06,137394,137732,136433,137423,159963
824,2020.03.09,136512,136830,132563,133857,329880
825,2020.03.10,133855,137193,133681,135574,370781
826,2020.03.11,135569,136533,133562,133821,234441
827,2020.03.12,133871,134316,131271,131770,206801
828,2020.03.13,131790,134300,131206,132720,234326
829,2020.03.16,132743,132919,128897,129885,220416
830,2020.03.17,129884,131205,128572,129744,248758
831,2020.03.18,129768,130320,124032,125208,226749
832,2020.03.19,125128,129559,124724,127088,250959
833,2020.03.20,127088,132028,126363,128577,209476
834,2020.03.23,129357,129406,127325,128247,194342
835,2020.03.24,128247,131416,127539,130450,183631
836,2020.03.25,130462,133394,129848,132045,169601
837,2020.03.26,132045,133812,130574,132969,191442
838,2020.03.27,132969,134703,132111,134654,177871
839,2020.03.30,133690,134401,132742,133852,136842
840,2020.03.31,133852,134612,132926,133490,137630
841,2020.04.01,133471,133797,132479,132580,119263
842,2020.04.02,132580,133942,132360,133705,114004
843,2020.04.03,133705,134083,132540,133042,115852
844,2020.04.06,132396,134516,132384,133543,108466
845,2020.04.07,133544,134975,132922,134084,126515
846,2020.04.08,134084,135018,133689,134683,97534
847,2020.04.09,134650,135750,134393,134957,101792
848,2020.04.10,134967,135394,134779,134816,30306
849,2020.04.13,134969,135216,134502,134730,75415
850,2020.04.14,134730,135491,134573,135318,81511
851,2020.04.15,135318,135331,133631,134488,87170
852,2020.04.16,134483,134878,133715,134410,91216
853,2020.04.17,134411,134962,133898,134498,100599
854,2020.04.20,134111,134721,133782,133825,79332
855,2020.04.21,133778,134058,131906,132399,99616
856,2020.04.22,132400,133296,132042,132876,80078
857,2020.04.23,132871,133676,132395,132798,97056
858,2020.04.24,132799,133149,132391,132917,78120
859,2020.04.27,132946,133566,132813,133225,65526
860,2020.04.28,133207,133553,132722,132751,70067
861,2020.04.29,132726,133004,131941,132929,72064
862,2020.04.30,132903,135447,132620,134868,90206
863,2020.05.01,134866,135074,133365,133562,70417
864,2020.05.04,133283,133442,132520,132742,72156
865,2020.05.05,132740,133172,132379,132379,65152
866,2020.05.06,132356,132645,130832,130924,71691
867,2020.05.07,130933,132019,130644,131205,79948
868,2020.05.08,131204,132683,131151,132354,67276
869,2020.05.11,132073,133185,131878,132695,80105
870,2020.05.12,132681,132858,131292,131294,86368
871,2020.05.13,131286,131933,130649,130802,90211
872,2020.05.14,130791,131300,130139,131078,84935
873,2020.05.15,131069,131416,129642,129688,81214
874,2020.05.18,129408,131278,129251,130853,76580
875,2020.05.19,130841,132506,130744,131920,80946
876,2020.05.20,131912,132418,131441,131554,73985
877,2020.05.21,131551,131947,131214,131454,73546
878,2020.05.22,131453,131770,130669,130917,64603
879,2020.05.25,130908,131407,130852,131145,54417
880,2020.05.26,131138,133037,131121,132599,73499
881,2020.05.27,132532,133000,131630,132032,91248
882,2020.05.28,132025,132877,131826,132533,83019
883,2020.05.29,132536,133457,131776,133110,105772
884,2020.06.01,132686,134530,132686,134329,90862
885,2020.06.02,134307,136519,134214,136358,94673
886,2020.06.03,136356,137387,136239,136904,104057
887,2020.06.04,136895,137805,135949,137449,106640
888,2020.06.05,137423,139737,137266,138816,108540
889,2020.06.08,138965,139578,137421,137923,89885
890,2020.06.09,137907,138237,136228,137078,102880
891,2020.06.10,137082,137415,136459,136551,109872
892,2020.06.11,136528,136584,134458,134633,129676
893,2020.06.12,134569,136043,133791,134704,131515
894,2020.06.15,134203,135310,133501,135280,117337
895,2020.06.16,135283,136346,134722,134915,112758
896,2020.06.17,134905,135217,134060,134323,91751
897,2020.06.18,134320,134519,132386,132860,96115
898,2020.06.19,132867,133247,131932,131977,85966
899,2020.06.22,131741,133415,131741,133265,80385
900,2020.06.23,133263,133984,132598,133345,95657
901,2020.06.24,133333,133613,132678,132925,99188
902,2020.06.25,132905,133609,132784,133107,87943
903,2020.06.26,133084,133265,132037,132270,85159
904,2020.06.29,132068,132678,131948,132285,79913
905,2020.06.30,132281,133883,132011,133816,79349
906,2020.07.01,133803,134218,132943,134056,80440
907,2020.07.02,134050,134703,133778,134019,75841
908,2020.07.03,133964,134201,133696,134164,62418
909,2020.07.06,134022,134668,133833,134044,70107
910,2020.07.07,133984,135409,133964,134828,76983
911,2020.07.08,134827,135420,134574,135238,76993
912,2020.07.09,135238,135919,135046,135132,79546
913,2020.07.10,135127,135198,134283,134921,73801
914,2020.07.13,134892,135481,134585,134694,71097
915,2020.07.14,134683,134771,133978,134603,85289
916,2020.07.15,134583,135086,134465,134592,75055
917,2020.07.16,134575,135177,134051,134617,72241
918,2020.07.17,134465,134903,134121,134478,58283
919,2020.07.20,134324,135908,134302,135796,65933
920,2020.07.21,135769,136440,135641,135960,60320
921,2020.07.22,135938,136621,135283,136442,71268
922,2020.07.23,136440,136619,135840,136133,69281
923,2020.07.24,136131,136227,134996,135784,75608
924,2020.07.27,135624,135821,135143,135721,73766
925,2020.07.28,135708,136123,135321,135893,76873
926,2020.07.29,135884,136463,135670,136346,76134
927,2020.07.30,136344,137386,136063,137143,90136
928,2020.07.31,137143,139199,136785,138582,107484
929,2020.08.03,138264,139017,137744,138516,98672
930,2020.08.04,138516,138875,137802,138181,75180
931,2020.08.05,138148,138999,137973,138474,76704
932,2020.08.06,138490,139228,138322,138713,87485
933,2020.08.07,138698,138756,137836,138237,83649
934,2020.08.10,138221,138643,138060,138513,58370
935,2020.08.11,138508,139497,138322,138936,79823
936,2020.08.12,138951,139618,138786,139325,81280
937,2020.08.13,139315,140201,139087,139708,69914
938,2020.08.14,139686,140008,139338,139505,57100
939,2020.08.17,139423,139681,138731,138895,58589
940,2020.08.18,138895,139637,138593,139533,73032
941,2020.08.19,139521,139948,138789,138967,76302
942,2020.08.20,138913,139870,138563,139793,87825
943,2020.08.21,139797,139944,138247,138499,78238
944,2020.08.24,138330,138999,138288,138423,61309
945,2020.08.25,138398,140028,138344,139892,73322
946,2020.08.26,139895,140302,139630,139994,66817
947,2020.08.27,139989,140854,139691,140642,88474
948,2020.08.28,140654,141607,140017,140640,93300
949,2020.08.31,140589,142040,140487,141575,80931
950,2020.09.01,141553,142712,141326,141787,89581
951,2020.09.02,141788,141960,141015,141757,74614
952,2020.09.03,141763,141867,140470,141006,81972
953,2020.09.04,141010,141432,140110,141035,78277
954,2020.09.07,140824,140989,139589,139847,52156
955,2020.09.08,139800,139975,137610,137614,73988
956,2020.09.09,137622,138354,136736,138029,77897
957,2020.09.10,137970,138353,135561,135885,85992
958,2020.09.11,135883,136586,135570,135825,77001
959,2020.09.14,135560,136583,135508,135808,59195
960,2020.09.15,135802,136433,135416,135885,55003
961,2020.09.16,135884,136465,135551,136083,71603
962,2020.09.17,136090,136211,134563,135864,75044
963,2020.09.18,135865,136155,134951,135119,62351
964,2020.09.21,135056,135330,133533,134103,71623
965,2020.09.22,134109,134383,133028,133566,71248
966,2020.09.23,133563,134617,133134,134067,81500
967,2020.09.24,134084,134663,133604,134255,84570
968,2020.09.25,134345,134823,133827,134497,69366
969,2020.09.28,134622,136224,134359,135335,66644
970,2020.09.29,135343,136252,135343,135838,71640
971,2020.09.30,135838,136539,135176,136186,87974
972,2020.10.01,136240,137008,135356,135973,86458
973,2020.10.02,136034,136388,135044,136262,92212
974,2020.10.05,136043,137342,135983,137239,67822
975,2020.10.06,137221,137441,135931,135945,74797
976,2020.10.07,135945,136987,135864,136855,70001
977,2020.10.08,136843,137399,136678,137152,64997
978,2020.10.09,137148,137829,136784,137829,62744
979,2020.10.12,137735,137819,137214,137579,56254
980,2020.10.13,137617,137771,136369,136431,63532
981,2020.10.14,136429,137327,135660,136833,65131
982,2020.10.15,136824,137169,135766,136082,71240
983,2020.10.16,136122,136411,135337,136043,63317
984,2020.10.19,135875,137242,135849,136464,60730
985,2020.10.20,136464,137033,136309,136601,63977
986,2020.10.21,136576,137660,136373,137461,73492
987,2020.10.22,137469,137586,136958,137133,62269
988,2020.10.23,137133,137371,136369,136586,61907
989,2020.10.26,136606,137057,136294,136469,63347
990,2020.10.27,136490,136587,136112,136257,60061
991,2020.10.28,136257,136275,134880,135418,90567
992,2020.10.29,135417,135946,134636,135173,86320
993,2020.10.30,135173,135801,134400,135543,88413
994,2020.11.02,135010,135428,134871,135256,61316
995,2020.11.03,135256,136688,135150,136366,66756
996,2020.11.04,136372,137372,135363,135673,127320
997,2020.11.05,135706,136309,135075,136067,125353
998,2020.11.06,136041,136242,135463,135907,117850
999,2020.11.09,135871,138910,135715,138688,136465
1000,2020.11.10,138688,139772,138163,139700,133229
1001,2020.11.11,139698,140315,139205,139359,97028
1002,2020.11.12,139360,139437,137746,137849,96332
1003,2020.11.13,137844,138511,137542,138067,84873
1004,2020.11.16,137801,138871,137662,137946,93390
1005,2020.11.17,137947,138357,137813,137995,91673
1006,2020.11.18,137994,138199,137706,137726,84942
1007,2020.11.19,137792,137997,137195,137579,93796
1008,2020.11.20,137579,138056,137383,137996,82648
1009,2020.11.23,137828,139339,137809,139220,91381
1010,2020.11.24,139221,139840,139069,139513,98437
1011,2020.11.25,139513,139856,138998,139781,94106
1012,2020.11.26,139628,139844,138926,139240,64427
1013,2020.11.27,139266,139293,138274,138465,76620
1014,2020.11.30,138537,139468,138328,138966,98264
1015,2020.12.01,138934,140311,138832,139979,93505
1016,2020.12.02,139979,140444,138889,139535,100189
1017,2020.12.03,139535,140287,139406,139643,99017
1018,2020.12.04,139643,140707,139444,139970,99335
1019,2020.12.07,139595,139874,137903,139176,97089
1020,2020.12.08,139151,139375,138407,139095,105039
1021,2020.12.09,139095,140332,139009,139665,88144
1022,2020.12.10,139465,139787,138385,138528,103868
1023,2020.12.11,138525,138730,136786,137624,93087
1024,2020.12.14,138672,139434,138266,138632,95965
1025,2020.12.15,138586,139607,138279,139574,89158
1026,2020.12.16,139521,140063,139145,139758,92223
1027,2020.12.17,139771,140448,139575,140057,83056
1028,2020.12.18,140029,140325,139313,139444,81099
1029,2020.12.21,138662,139528,136963,139058,117008
1030,2020.12.22,139068,139143,137995,138428,97219
1031,2020.12.23,138429,140316,138228,139725,96188
1032,2020.12.24,139721,141209,139515,140307,54271
1033,2020.12.28,140193,140571,139475,139563,74633
1034,2020.12.29,139531,140167,139490,139867,68355
1035,2020.12.30,139841,140666,139693,140572,89073
1036,2020.12.31,140579,141228,140305,141185,80599
1037,2021.01.04,140657,141307,139689,139903,103139
1038,2021.01.05,139902,140152,139509,139964,101518
1039,2021.01.06,139963,140578,139746,140217,129645
1040,2021.01.07,140196,140998,140056,140751,103426
1041,2021.01.08,140755,141373,140650,140989,108440
1042,2021.01.11,140650,141001,140339,140878,92863
1043,2021.01.12,140879,142029,140675,141769,91934
1044,2021.01.13,141795,142254,141528,141637,83567
1045,2021.01.14,141634,142236,141587,142075,90616
1046,2021.01.15,142064,142118,140956,141070,82780
1047,2021.01.18,140958,141207,140356,140862,64966
1048,2021.01.19,140870,141734,140745,141563,77964
1049,2021.01.20,141568,142334,141076,141329,82749
1050,2021.01.21,141326,142217,141283,142108,80614
1051,2021.01.22,142119,142202,141510,141977,72229
1052,2021.01.25,141940,142322,141654,141870,76733
1053,2021.01.26,141869,142456,141278,142305,74877
1054,2021.01.27,142305,142861,142195,142481,84935
1055,2021.01.28,142428,143270,142190,143041,92337
1056,2021.01.29,143041,143957,142809,143462,100628
1057,2021.02.01,143542,144103,143322,143349,84760
1058,2021.02.02,143349,143778,143130,143463,78453
1059,2021.02.03,143465,143686,143111,143287,68060
1060,2021.02.04,143299,144365,142837,144261,75075
1061,2021.02.05,144261,144891,143984,144753,71090
1062,2021.02.08,144413,144929,144390,144528,66417
1063,2021.02.09,144519,144669,144032,144470,73651
1064,2021.02.10,144474,145064,144370,144652,69511
1065,2021.02.11,144637,144902,144563,144658,95657
1066,2021.02.12,144697,145481,144498,145356,120223
1067,2021.02.15,145214,146635,145207,146479,106900
1068,2021.02.16,146460,147462,146364,147408,151376
1069,2021.02.17,147407,147569,146419,146653,161838
1070,2021.02.18,146580,147786,146550,147692,144898
1071,2021.02.19,147696,148159,147285,147639,142010
1072,2021.02.22,147589,148293,147544,147746,133982
1073,2021.02.23,147740,148612,147600,148471,127251
1074,2021.02.24,148468,150117,148268,149710,166775
1075,2021.02.25,149701,150440,148480,148802,208002
1076,2021.02.26,148949,149166,147404,148394,262421
1077,2021.03.01,148288,149298,148264,148659,173467
1078,2021.03.02,148658,149195,148113,148853,134207
1079,2021.03.03,148855,149694,148764,149275,124929
1080,2021.03.04,149273,150730,149046,149997,150278
1081,2021.03.05,150003,150369,149358,149880,131209
1082,2021.03.08,149412,150699,149412,150493,170533
1083,2021.03.09,150481,151279,150357,150631,169388
1084,2021.03.10,150650,151188,150400,150933,151526
1085,2021.03.11,150926,151833,150874,151789,141806
1086,2021.03.12,151784,152235,151228,151753,139690
1087,2021.03.15,151664,152115,151199,151702,126921
1088,2021.03.16,151699,151750,150787,151405,120867
1089,2021.03.17,151405,152068,151341,151946,126314
1090,2021.03.18,151940,152548,151457,151694,143362
1091,2021.03.19,151696,151803,150565,150935,131142
1092,2021.03.22,150375,150931,150267,150833,109150
1093,2021.03.23,150832,150874,149081,149343,124345
1094,2021.03.24,149343,149444,148528,148773,118452
1095,2021.03.25,148780,150055,148759,149955,121453
1096,2021.03.26,149955,151544,149913,151262,106119
1097,2021.03.29,151008,151808,150580,151073,111773
1098,2021.03.30,151055,151941,150984,151613,109474
1099,2021.03.31,151604,152783,151342,152564,82409
1100,2021.04.01,152519,153067,152292,152983,71477
1101,2021.04.02,152976,153198,152697,152929,55000
1102,2021.04.05,152805,153363,152805,153111,68681
1103,2021.04.06,153089,153413,151679,151692,100748
1104,2021.04.07,151685,152071,150656,150889,106921
1105,2021.04.08,150881,151088,149883,150042,93840
1106,2021.04.09,150044,150933,149592,150258,96385
1107,2021.04.12,150155,150588,149757,150279,82260
1108,2021.04.13,150279,150827,149669,149965,99340
1109,2021.04.14,149958,150456,149584,150059,77779
1110,2021.04.15,150056,150201,149684,149903,71255
1111,2021.04.16,149920,150574,149383,150569,70822
1112,2021.04.19,150385,151321,149891,151255,91048
1113,2021.04.20,151255,151981,150560,150620,81602
1114,2021.04.21,150617,150970,150043,150505,71724
1115,2021.04.22,150451,150650,149392,149392,74020
1116,2021.04.23,149392,149951,149059,149774,70885
1117,2021.04.26,149599,150379,149536,150204,69313
1118,2021.04.27,150192,151248,150111,151214,64088
1119,2021.04.28,151170,151568,151008,151273,78343
1120,2021.04.29,151281,152406,151097,151824,72765
1121,2021.04.30,151819,152113,150873,151010,74639
1122,2021.05.03,150703,151929,150676,151683,59976
1123,2021.05.04,151688,152056,150996,151813,85510
1124,2021.05.05,151815,152230,151632,151795,64779
1125,2021.05.06,151795,152122,151247,151524,89124
1126,2021.05.07,151453,152114,151263,151900,92925
1127,2021.05.10,151993,154023,151909,153522,96629
1128,2021.05.11,153587,153960,153148,153585,96935
1129,2021.05.12,153548,154432,153487,154089,101334
1130,2021.05.13,154083,154335,153467,153747,95201
1131,2021.05.14,153747,154285,153560,154160,72729
1132,2021.05.17,153936,154464,153732,154315,73521
1133,2021.05.18,154249,154830,154218,154462,78606
1134,2021.05.19,154464,154810,153539,154139,105033
1135,2021.05.20,154145,154413,153623,154331,84680
1136,2021.05.21,154337,154675,154011,154166,78879
1137,2021.05.24,153934,154193,153769,153902,76804
1138,2021.05.25,153916,154449,153734,153872,93290
1139,2021.05.26,153873,154344,153773,154070,84729
1140,2021.05.27,154065,156074,153840,155952,104364
1141,2021.05.28,155847,156058,155587,155879,101350
1142,2021.05.31,155480,155914,155298,155633,67518
1143,2021.06.01,155628,155940,154838,154838,92233
1144,2021.06.02,154836,155501,154750,155198,90202
1145,2021.06.03,155197,155818,155141,155540,95875
1146,2021.06.04,155560,155758,155032,155130,87148
1147,2021.06.07,155048,155284,154548,154894,80815
1148,2021.06.08,154884,155091,154555,154977,82920
1149,2021.06.09,154969,155315,154480,154708,70128
1150,2021.06.10,154708,155214,154131,154951,97293
1151,2021.06.11,154953,155208,154639,154794,83741
1152,2021.06.14,154465,155346,154320,155270,77696
1153,2021.06.15,155272,155484,154536,155012,78984
1154,2021.06.16,154994,155381,154668,154836,86122
1155,2021.06.17,154784,155017,153138,153412,110701
1156,2021.06.18,153412,153775,151988,152056,98444
1157,2021.06.21,152027,153732,151312,153613,118776
1158,2021.06.22,153613,154467,153094,154306,90859
1159,2021.06.23,154175,155155,154113,154879,96837
1160,2021.06.24,154876,155143,153826,154327,99417
1161,2021.06.25,154321,154533,153599,153780,83103
1162,2021.06.28,153785,154227,153388,153560,84553
1163,2021.06.29,153560,153587,152614,152852,89107
1164,2021.06.30,152852,153754,152664,153646,102740
1165,2021.07.01,153647,153974,153351,153487,92384
1166,2021.07.02,153487,153723,153083,153565,95335
1167,2021.07.05,153356,153747,153344,153507,77592
1168,2021.07.06,153411,154073,152354,152601,106742
1169,2021.07.07,152603,153172,152287,152638,114024
1170,2021.07.08,152602,152740,150665,151333,128151
1171,2021.07.09,151119,153078,150927,153049,106289
1172,2021.07.12,152824,153342,152407,153185,77712
1173,2021.07.13,153189,153485,152410,152745,88169
1174,2021.07.14,152743,153296,152336,152381,90865
1175,2021.07.15,152375,152802,151608,151843,98037
